Parent1,Parent2,Child
Cinnamoth,Dogen,Anubis
Menasting,Dumud,Anubis
Menasting Terra,Dumud,Anubis
Menasting Terra,Lullu,Anubis
Dumud,Knocklem,Anubis
Dumud,Xenolord ,Anubis
Dumud,Faleris Aqua,Anubis
Rooby,Bellanoir,Anubis
Rooby,Bellanoir Libero,Anubis
Selyne,Croajiro,Anubis
Selyne,Celesdir,Anubis
Selyne,Loupmoon Cryst,Anubis
Croajiro,Prixter,Anubis
Croajiro,Starryon,Anubis
Lullu,Faleris Aqua,Anubis
Shroomer,Xenogard,Anubis
Shroomer Noct,Azurmane,Anubis
Prixter,Loupmoon Cryst,Anubis
Yakumo,Silvegis,Anubis
Dogen,Xenovader,Anubis
Dazemu,Xenovader,Anubis
Xenogard,Nitemary,Anubis
Xenogard,Splatterina,Anubis
Azurmane,Kitsun Noct,Anubis
Nyafia ,Anubis,Incineram
Nyafia ,Elphidran,Incineram
Nyafia ,Elphidran Aqua,Incineram
Nyafia ,Surfent,Incineram
Nyafia ,Surfent Terra,Incineram
Nyafia ,Penking,Incineram
Nyafia ,Sootseer,Incineram
Prunelia,Sibelyx,Incineram
Prunelia,Wumpo,Incineram
Prunelia,Nitewing,Incineram
Prunelia,Mossanda,Incineram
Prunelia,Kingpaca Cryst,Incineram
Prunelia,Sweepa,Incineram
Prunelia,Xenovader,Incineram
Prunelia,Xenogard,Incineram
Gildane,Univolt,Incineram
Gildane,Vanwyrm,Incineram
Gildane,Blazehowl,Incineram
Gildane,Blazehowl Noct,Incineram
Gildane,Katress,Incineram
Gildane,Katress Ignis,Incineram
Gildane,Dogen,Incineram
Gildane,Dazemu,Incineram
Gildane,Nitemary,Incineram
Anubis,Vanwyrm Cryst,Incineram
Anubis,Bushi,Incineram
Anubis,Bushi Noct,Incineram
Anubis,Omascul,Incineram
Incineram,Incineram,Incineram
Incineram,Incineram Noct,Incineram
Incineram,Vanwyrm Cryst,Incineram
Incineram,Omascul,Incineram
Incineram Noct,Vanwyrm Cryst,Incineram
Incineram Noct,Bushi,Incineram
Incineram Noct,Omascul,Incineram
Rushoar,Suzaku,Incineram
Rushoar,Shadowbeak,Incineram
Rushoar,Jetragon,Incineram
Rushoar,Paladius,Incineram
Rushoar,Necromus,Incineram
Eikthyrdeer,Relaxaurus,Incineram
Eikthyrdeer,Relaxaurus Lux,Incineram
Eikthyrdeer,Mammorest,Incineram
Eikthyrdeer,Mammorest Cryst,Incineram
Eikthyrdeer,Lyleen,Incineram
Eikthyrdeer,Warsect Terra,Incineram
Eikthyrdeer,Menasting,Incineram
Eikthyrdeer,Menasting Terra,Incineram
Eikthyrdeer,Knocklem,Incineram
Eikthyrdeer,Xenolord ,Incineram
Eikthyrdeer,Faleris Aqua,Incineram
Eikthyrdeer Terra,Jormuntide,Incineram
Eikthyrdeer Terra,Jormuntide Ignis,Incineram
Eikthyrdeer Terra,Reptyro,Incineram
Eikthyrdeer Terra,Relaxaurus,Incineram
Eikthyrdeer Terra,Relaxaurus Lux,Incineram
Eikthyrdeer Terra,Mammorest,Incineram
Eikthyrdeer Terra,Mammorest Cryst,Incineram
Eikthyrdeer Terra,Warsect Terra,Incineram
Eikthyrdeer Terra,Knocklem,Incineram
Eikthyrdeer Terra,Xenolord ,Incineram
Digtoise,Jormuntide Ignis,Incineram
Digtoise,Pyrin,Incineram
Digtoise,Reptyro,Incineram
Digtoise,Faleris,Incineram
Digtoise,Elizabee,Incineram
Digtoise,Quivern,Incineram
Digtoise,Quivern Botan,Incineram
Digtoise,Selyne,Incineram
Digtoise,Prixter,Incineram
Digtoise,Starryon,Incineram
Galeclaw,Astegon,Incineram
Galeclaw,Helzephyr,Incineram
Galeclaw,Helzephyr Lux,Incineram
Galeclaw,Orserk,Incineram
Galeclaw,Cryolinx Terra,Incineram
Galeclaw,Bastigor,Incineram
Grizzbolt,Fenglope,Incineram
Grizzbolt,Robinquill,Incineram
Grizzbolt,Robinquill Terra,Incineram
Grizzbolt,Felbat,Incineram
Grizzbolt,Verdash,Incineram
Direhowl,Cryolinx,Incineram
Direhowl,Frostallion,Incineram
Direhowl,Astegon,Incineram
Direhowl,Orserk,Incineram
Direhowl,Cryolinx Terra,Incineram
Gorirat,Cryolinx,Incineram
Gorirat,Astegon,Incineram
Gorirat,Helzephyr Lux,Incineram
Gorirat,Orserk,Incineram
Gorirat,Cryolinx Terra,Incineram
Gorirat,Bastigor,Incineram
Gorirat Terra,Astegon,Incineram
Gorirat Terra,Helzephyr,Incineram
Gorirat Terra,Helzephyr Lux,Incineram
Gorirat Terra,Orserk,Incineram
Gorirat Terra,Cryolinx Terra,Incineram
Gorirat Terra,Bastigor,Incineram
Univolt,Elphidran,Incineram
Univolt,Elphidran Aqua,Incineram
Univolt,Azurobe,Incineram
Univolt,Penking,Incineram
Univolt,Grintale,Incineram
Univolt,Cinnamoth,Incineram
Lunaris,Frostallion Noct,Incineram
Lunaris,Shadowbeak,Incineram
Lunaris,Jetragon,Incineram
Lunaris,Necromus,Incineram
Dazzi,Blazamut,Incineram
Dazzi,Blazamut Ryu,Incineram
Dazzi,Bellanoir,Incineram
Dazzi,Bellanoir Libero,Incineram
Gobfin,Cryolinx,Incineram
Gobfin,Frostallion,Incineram
Gobfin,Frostallion Noct,Incineram
Gobfin,Jetragon,Incineram
Gobfin,Paladius,Incineram
Gobfin Ignis,Frostallion,Incineram
Gobfin Ignis,Frostallion Noct,Incineram
Gobfin Ignis,Jetragon,Incineram
Gobfin Ignis,Paladius,Incineram
Gobfin Ignis,Necromus,Incineram
Jormuntide,Melpaca,Incineram
Jormuntide,Broncherry,Incineram
Jormuntide,Reindrix,Incineram
Jormuntide,Mozzarina,Incineram
Jormuntide,Celaray,Incineram
Jormuntide,Dumud,Incineram
Jormuntide,Lullu,Incineram
Jormuntide,Caprity Noct,Incineram
Jormuntide Ignis,Melpaca,Incineram
Jormuntide Ignis,Broncherry,Incineram
Jormuntide Ignis,Reindrix,Incineram
Jormuntide Ignis,Celaray,Incineram
Jormuntide Ignis,Dumud,Incineram
Jormuntide Ignis,Lullu,Incineram
Jormuntide Ignis,Caprity Noct,Incineram
Loupmoon,Pyrin Noct,Incineram
Loupmoon,Reptyro Cryst,Incineram
Loupmoon,Relaxaurus Lux,Incineram
Loupmoon,Lyleen,Incineram
Loupmoon,Beakon,Incineram
Loupmoon,Menasting,Incineram
Loupmoon,Menasting Terra,Incineram
Loupmoon,Knocklem,Incineram
Loupmoon,Xenolord ,Incineram
Loupmoon,Silvegis,Incineram
Loupmoon,Faleris Aqua,Incineram
Suzaku,Maraith,Incineram
Suzaku,Leezpunk,Incineram
Suzaku,Leezpunk Ignis,Incineram
Suzaku,Wixen,Incineram
Suzaku,Wixen Noct,Incineram
Suzaku,Rooby,Incineram
Suzaku,Kikit,Incineram
Suzaku,Dazzi Noct,Incineram
Suzaku Aqua,Woolipop,Incineram
Suzaku Aqua,Maraith,Incineram
Suzaku Aqua,Leezpunk Ignis,Incineram
Suzaku Aqua,Wixen,Incineram
Suzaku Aqua,Wixen Noct,Incineram
Suzaku Aqua,Nox,Incineram
Suzaku Aqua,Rooby,Incineram
Pyrin,Kitsun,Incineram
Pyrin,Dinossom,Incineram
Pyrin,Dinossom Lux,Incineram
Pyrin,Broncherry,Incineram
Pyrin,Broncherry Aqua,Incineram
Pyrin,Celesdir,Incineram
Pyrin,Tarantriss,Incineram
Pyrin,Caprity Noct,Incineram
Pyrin,Loupmoon Cryst,Incineram
Pyrin,Fenglope Lux,Incineram
Pyrin Noct,Fenglope,Incineram
Pyrin Noct,Caprity,Incineram
Pyrin Noct,Lovander,Incineram
Pyrin Noct,Yakumo,Incineram
Elphidran,Vanwyrm,Incineram
Elphidran,Blazehowl Noct,Incineram
Elphidran,Bushi,Incineram
Elphidran,Bushi Noct,Incineram
Elphidran,Dogen,Incineram
Elphidran,Dazemu,Incineram
Elphidran,Omascul,Incineram
Elphidran Aqua,Vanwyrm,Incineram
Elphidran Aqua,Blazehowl Noct,Incineram
Elphidran Aqua,Katress Ignis,Incineram
Elphidran Aqua,Bushi,Incineram
Elphidran Aqua,Bushi Noct,Incineram
Elphidran Aqua,Dogen,Incineram
Elphidran Aqua,Dazemu,Incineram
Woolipop,Blazamut,Incineram
Woolipop,Blazamut Ryu,Incineram
Woolipop,Bellanoir,Incineram
Woolipop,Bellanoir Libero,Incineram
Cryolinx,Cawgnito,Incineram
Cryolinx,Vaelet,Incineram
Cryolinx,Beegarde,Incineram
Melpaca,Reptyro,Incineram
Melpaca,Relaxaurus,Incineram
Melpaca,Mammorest,Incineram
Melpaca,Mammorest Cryst,Incineram
Melpaca,Elizabee,Incineram
Melpaca,Warsect Terra,Incineram
Surfent,Vanwyrm,Incineram
Surfent,Vanwyrm Cryst,Incineram
Surfent,Bushi,Incineram
Surfent,Bushi Noct,Incineram
Surfent,Omascul,Incineram
Surfent Terra,Vanwyrm,Incineram
Surfent Terra,Vanwyrm Cryst,Incineram
Surfent Terra,Blazehowl Noct,Incineram
Surfent Terra,Bushi,Incineram
Surfent Terra,Bushi Noct,Incineram
Surfent Terra,Dogen,Incineram
Surfent Terra,Omascul,Incineram
Cawgnito,Frostallion,Incineram
Cawgnito,Frostallion Noct,Incineram
Cawgnito,Jetragon,Incineram
Cawgnito,Orserk,Incineram
Azurobe,Blazehowl,Incineram
Azurobe,Blazehowl Noct,Incineram
Azurobe,Katress,Incineram
Azurobe,Katress Ignis,Incineram
Azurobe,Shroomer,Incineram
Azurobe,Dogen,Incineram
Azurobe,Dazemu,Incineram
Azurobe,Nitemary,Incineram
Fenglope,Reptyro Cryst,Incineram
Fenglope,Lyleen Noct,Incineram
Fenglope,Beakon,Incineram
Fenglope,Helzephyr,Incineram
Fenglope,Silvegis,Incineram
Reptyro,Broncherry,Incineram
Reptyro,Reindrix,Incineram
Reptyro,Celaray,Incineram
Reptyro,Dumud,Incineram
Reptyro,Caprity Noct,Incineram
Reptyro Cryst,Lovander,Incineram
Reptyro Cryst,Verdash,Incineram
Reptyro Cryst,Yakumo,Incineram
Maraith,Shadowbeak,Incineram
Maraith,Necromus,Incineram
Robinquill,Astegon,Incineram
Robinquill,Helzephyr,Incineram
Robinquill,Helzephyr Lux,Incineram
Robinquill,Cryolinx Terra,Incineram
Robinquill,Bastigor,Incineram
Robinquill Terra,Lyleen Noct,Incineram
Robinquill Terra,Beakon,Incineram
Robinquill Terra,Helzephyr,Incineram
Robinquill Terra,Helzephyr Lux,Incineram
Robinquill Terra,Silvegis,Incineram
Robinquill Terra,Bastigor,Incineram
Relaxaurus,Caprity,Incineram
Relaxaurus,Lovander,Incineram
Relaxaurus,Mozzarina,Incineram
Relaxaurus,Dumud,Incineram
Relaxaurus,Lullu,Incineram
Relaxaurus Lux,Caprity,Incineram
Relaxaurus Lux,Lovander,Incineram
Relaxaurus Lux,Mozzarina,Incineram
Relaxaurus Lux,Dumud,Incineram
Relaxaurus Lux,Lullu,Incineram
Relaxaurus Lux,Yakumo,Incineram
Kitsun,Faleris,Incineram
Kitsun,Mossanda Lux,Incineram
Kitsun,Warsect ,Incineram
Kitsun,Quivern,Incineram
Kitsun,Quivern Botan,Incineram
Kitsun,Ragnahawk,Incineram
Kitsun,Selyne,Incineram
Kitsun,Prixter,Incineram
Kitsun,Starryon,Incineram
Leezpunk,Frostallion Noct,Incineram
Leezpunk,Shadowbeak,Incineram
Leezpunk,Jetragon,Incineram
Leezpunk,Paladius,Incineram
Leezpunk,Necromus,Incineram
Leezpunk Ignis,Shadowbeak,Incineram
Leezpunk Ignis,Paladius,Incineram
Leezpunk Ignis,Necromus,Incineram
Vanwyrm,Penking,Incineram
Vanwyrm,Grintale,Incineram
Vanwyrm,Sootseer,Incineram
Vanwyrm Cryst,Sootseer,Incineram
Dinossom,Faleris,Incineram
Dinossom,Mossanda Lux,Incineram
Dinossom,Quivern,Incineram
Dinossom,Ragnahawk,Incineram
Dinossom,Selyne,Incineram
Dinossom,Prixter,Incineram
Dinossom,Starryon,Incineram
Dinossom,Azurmane,Incineram
Dinossom Lux,Faleris,Incineram
Dinossom Lux,Mossanda Lux,Incineram
Dinossom Lux,Sweepa,Incineram
Dinossom Lux,Ragnahawk,Incineram
Dinossom Lux,Prixter,Incineram
Dinossom Lux,Starryon,Incineram
Dinossom Lux,Azurmane,Incineram
Frostallion,Vaelet,Incineram
Frostallion,Beegarde,Incineram
Frostallion Noct,Beegarde,Incineram
Frostallion Noct,Dazzi Noct,Incineram
Mammorest,Reindrix,Incineram
Mammorest,Mozzarina,Incineram
Mammorest,Celaray,Incineram
Mammorest,Dumud,Incineram
Mammorest,Lullu,Incineram
Mammorest Cryst,Caprity,Incineram
Mammorest Cryst,Reindrix,Incineram
Mammorest Cryst,Mozzarina,Incineram
Mammorest Cryst,Dumud,Incineram
Mammorest Cryst,Lullu,Incineram
Felbat,Lyleen Noct,Incineram
Felbat,Helzephyr,Incineram
Felbat,Helzephyr Lux,Incineram
Felbat,Cryolinx Terra,Incineram
Felbat,Bastigor,Incineram
Broncherry,Elizabee,Incineram
Broncherry,Warsect ,Incineram
Broncherry,Quivern,Incineram
Broncherry,Quivern Botan,Incineram
Broncherry,Selyne,Incineram
Broncherry,Prixter,Incineram
Broncherry Aqua,Faleris,Incineram
Broncherry Aqua,Elizabee,Incineram
Broncherry Aqua,Warsect ,Incineram
Broncherry Aqua,Quivern,Incineram
Broncherry Aqua,Quivern Botan,Incineram
Broncherry Aqua,Ragnahawk,Incineram
Broncherry Aqua,Selyne,Incineram
Broncherry Aqua,Prixter,Incineram
Broncherry Aqua,Starryon,Incineram
Faleris,Chillet,Incineram
Faleris,Croajiro,Incineram
Faleris,Celesdir,Incineram
Faleris,Tarantriss,Incineram
Faleris,Loupmoon Cryst,Incineram
Faleris,Fenglope Lux,Incineram
Blazamut,Wixen,Incineram
Blazamut,Nox,Incineram
Blazamut,Rooby,Incineram
Blazamut,Mimog,Incineram
Blazamut,Ribbuny Botan,Incineram
Blazamut Ryu,Wixen,Incineram
Blazamut Ryu,Nox,Incineram
Blazamut Ryu,Rooby,Incineram
Blazamut Ryu,Mimog,Incineram
Blazamut Ryu,Ribbuny Botan,Incineram
Caprity,Lyleen,Incineram
Caprity,Warsect Terra,Incineram
Caprity,Menasting,Incineram
Caprity,Menasting Terra,Incineram
Caprity,Knocklem,Incineram
Caprity,Xenolord ,Incineram
Caprity,Faleris Aqua,Incineram
Reindrix,Elizabee,Incineram
Reindrix,Warsect ,Incineram
Reindrix,Quivern Botan,Incineram
Shadowbeak,Wixen,Incineram
Shadowbeak,Wixen Noct,Incineram
Shadowbeak,Rooby,Incineram
Shadowbeak,Kikit,Incineram
Shadowbeak,Dazzi Noct,Incineram
Sibelyx,Tombat,Incineram
Sibelyx,Rayhound,Incineram
Sibelyx,Foxcicle,Incineram
Sibelyx,Shroomer,Incineram
Sibelyx,Shroomer Noct,Incineram
Sibelyx,Splatterina,Incineram
Sibelyx,Kitsun Noct,Incineram
Wixen,Bellanoir,Incineram
Wixen,Bellanoir Libero,Incineram
Wixen Noct,Necromus,Incineram
Lovander,Lyleen,Incineram
Lovander,Warsect Terra,Incineram
Lovander,Menasting,Incineram
Lovander,Menasting Terra,Incineram
Lovander,Knocklem,Incineram
Lovander,Xenolord ,Incineram
Lovander,Faleris Aqua,Incineram
Mozzarina,Warsect Terra,Incineram
Mozzarina,Menasting,Incineram
Mozzarina,Knocklem,Incineram
Mozzarina,Xenolord ,Incineram
Wumpo,Tombat,Incineram
Wumpo,Rayhound,Incineram
Wumpo,Foxcicle,Incineram
Wumpo,Blazehowl,Incineram
Wumpo,Shroomer,Incineram
Wumpo,Shroomer Noct,Incineram
Wumpo,Nitemary,Incineram
Wumpo,Splatterina,Incineram
Wumpo,Kitsun Noct,Incineram
Wumpo Botan,Rayhound,Incineram
Wumpo Botan,Blazehowl,Incineram
Wumpo Botan,Katress,Incineram
Wumpo Botan,Katress Ignis,Incineram
Wumpo Botan,Shroomer,Incineram
Wumpo Botan,Shroomer Noct,Incineram
Wumpo Botan,Nitemary,Incineram
Wumpo Botan,Splatterina,Incineram
Wumpo Botan,Kitsun Noct,Incineram
Vaelet,Astegon,Incineram
Vaelet,Orserk,Incineram
Vaelet,Cryolinx Terra,Incineram
Vaelet,Bastigor,Incineram
Nitewing,Tombat,Incineram
Nitewing,Arsox,Incineram
Nitewing,Foxcicle,Incineram
Nitewing,Chillet,Incineram
Nitewing,Chillet Ignis,Incineram
Nitewing,Petallia,Incineram
Nitewing,Croajiro,Incineram
Lyleen,Yakumo,Incineram
Lyleen Noct,Verdash,Incineram
Elizabee,Celaray,Incineram
Elizabee,Caprity Noct,Incineram
Elizabee,Fenglope Lux,Incineram
Beegarde,Astegon,Incineram
Beegarde,Orserk,Incineram
Tombat,Mossanda,Incineram
Tombat,Kingpaca,Incineram
Tombat,Kingpaca Cryst,Incineram
Tombat,Xenovader,Incineram
Tombat,Xenogard,Incineram
Mossanda,Arsox,Incineram
Mossanda,Foxcicle,Incineram
Mossanda,Chillet Ignis,Incineram
Mossanda,Kitsun Noct,Incineram
Mossanda Lux,Arsox,Incineram
Mossanda Lux,Chillet,Incineram
Mossanda Lux,Chillet Ignis,Incineram
Mossanda Lux,Petallia,Incineram
Mossanda Lux,Croajiro,Incineram
Mossanda Lux,Celesdir,Incineram
Mossanda Lux,Tarantriss,Incineram
Mossanda Lux,Loupmoon Cryst,Incineram
Arsox,Sweepa,Incineram
Arsox,Ragnahawk,Incineram
Arsox,Azurmane,Incineram
Rayhound,Kingpaca,Incineram
Rayhound,Kingpaca Cryst,Incineram
Rayhound,Xenovader,Incineram
Rayhound,Xenogard,Incineram
Verdash,Beakon,Incineram
Verdash,Helzephyr,Incineram
Verdash,Helzephyr Lux,Incineram
Verdash,Silvegis,Incineram
Foxcicle,Kingpaca Cryst,Incineram
Foxcicle,Sweepa,Incineram
Foxcicle,Xenogard,Incineram
Jetragon,Kikit,Incineram
Jetragon,Dazzi Noct,Incineram
Blazehowl,Kingpaca,Incineram
Blazehowl,Grintale,Incineram
Blazehowl,Cinnamoth,Incineram
Blazehowl,Xenovader,Incineram
Blazehowl Noct,Penking,Incineram
Blazehowl Noct,Grintale,Incineram
Blazehowl Noct,Sootseer,Incineram
Kingpaca,Katress,Incineram
Kingpaca,Shroomer,Incineram
Kingpaca,Shroomer Noct,Incineram
Kingpaca,Nitemary,Incineram
Kingpaca,Splatterina,Incineram
Kingpaca,Kitsun Noct,Incineram
Kingpaca Cryst,Petallia,Incineram
Kingpaca Cryst,Shroomer Noct,Incineram
Kingpaca Cryst,Splatterina,Incineram
Kingpaca Cryst,Kitsun Noct,Incineram
Sweepa,Chillet,Incineram
Sweepa,Chillet Ignis,Incineram
Sweepa,Petallia,Incineram
Sweepa,Croajiro,Incineram
Sweepa,Loupmoon Cryst,Incineram
Katress,Penking,Incineram
Katress,Grintale,Incineram
Katress,Cinnamoth,Incineram
Katress,Xenovader,Incineram
Katress Ignis,Penking,Incineram
Katress Ignis,Grintale,Incineram
Katress Ignis,Cinnamoth,Incineram
Beakon,Yakumo,Incineram
Warsect ,Celaray,Incineram
Warsect ,Tarantriss,Incineram
Warsect ,Caprity Noct,Incineram
Warsect ,Fenglope Lux,Incineram
Warsect Terra,Dumud,Incineram
Warsect Terra,Lullu,Incineram
Warsect Terra,Yakumo,Incineram
Paladius,Kikit,Incineram
Paladius,Dazzi Noct,Incineram
Nox,Bellanoir,Incineram
Nox,Bellanoir Libero,Incineram
Penking,Bushi Noct,Incineram
Penking,Dogen,Incineram
Penking,Dazemu,Incineram
Chillet,Ragnahawk,Incineram
Chillet,Starryon,Incineram
Chillet,Azurmane,Incineram
Chillet Ignis,Ragnahawk,Incineram
Chillet Ignis,Azurmane,Incineram
Quivern,Celaray,Incineram
Quivern,Celesdir,Incineram
Quivern,Tarantriss,Incineram
Quivern,Caprity Noct,Incineram
Quivern,Fenglope Lux,Incineram
Quivern Botan,Celaray,Incineram
Quivern Botan,Tarantriss,Incineram
Quivern Botan,Caprity Noct,Incineram
Quivern Botan,Fenglope Lux,Incineram
Ragnahawk,Croajiro,Incineram
Ragnahawk,Celesdir,Incineram
Ragnahawk,Tarantriss,Incineram
Ragnahawk,Loupmoon Cryst,Incineram
Ragnahawk,Fenglope Lux,Incineram
Bushi Noct,Sootseer,Incineram
Celaray,Selyne,Incineram
Necromus,Kikit,Incineram
Necromus,Dazzi Noct,Incineram
Petallia,Xenogard,Incineram
Petallia,Azurmane,Incineram
Grintale,Dogen,Incineram
Grintale,Dazemu,Incineram
Grintale,Nitemary,Incineram
Cinnamoth,Shroomer,Incineram
Cinnamoth,Shroomer Noct,Incineram
Cinnamoth,Dazemu,Incineram
Cinnamoth,Nitemary,Incineram
Cinnamoth,Splatterina,Incineram
Menasting,Lullu,Incineram
Menasting,Yakumo,Incineram
Menasting Terra,Yakumo,Incineram
Bellanoir,Mimog,Incineram
Bellanoir,Ribbuny Botan,Incineram
Bellanoir Libero,Mimog,Incineram
Bellanoir Libero,Ribbuny Botan,Incineram
Selyne,Tarantriss,Incineram
Selyne,Caprity Noct,Incineram
Selyne,Fenglope Lux,Incineram
Croajiro,Azurmane,Incineram
Lullu,Knocklem,Incineram
Lullu,Xenolord ,Incineram
Shroomer,Xenovader,Incineram
Shroomer Noct,Xenovader,Incineram
Shroomer Noct,Xenogard,Incineram
Sootseer,Dogen,Incineram
Sootseer,Dazemu,Incineram
Sootseer,Omascul,Incineram
Prixter,Celesdir,Incineram
Prixter,Tarantriss,Incineram
Prixter,Caprity Noct,Incineram
Prixter,Fenglope Lux,Incineram
Knocklem,Yakumo,Incineram
Yakumo,Xenolord ,Incineram
Yakumo,Faleris Aqua,Incineram
Xenovader,Nitemary,Incineram
Xenovader,Splatterina,Incineram
Xenovader,Kitsun Noct,Incineram
Xenogard,Kitsun Noct,Incineram
Starryon,Celesdir,Incineram
Starryon,Tarantriss,Incineram
Starryon,Caprity Noct,Incineram
Starryon,Loupmoon Cryst,Incineram
Starryon,Fenglope Lux,Incineram
Celesdir,Azurmane,Incineram
Azurmane,Loupmoon Cryst,Incineram
Incineram,Maraith,Incineram Noct
Incineram Noct,Incineram Noct,Incineram Noct
Mau,Mau,Mau
Mau,Teafant,Mau
Mau,Lamball,Mau
Teafant,Lamball,Mau
Teafant,Cattiva,Mau
Lamball,Chikipi,Mau
Cattiva,Chikipi,Mau
Chikipi,Vixy,Mau
Chikipi,Cremis,Mau
Mau,Pengullet,Mau Cryst
Mau Cryst,Mau Cryst,Mau Cryst
Prunelia,Chikipi,Rushoar
Mau,Arsox,Rushoar
Mau,Chillet,Rushoar
Mau,Chillet Ignis,Rushoar
Mau,Petallia,Rushoar
Mau,Croajiro,Rushoar
Mau Cryst,Kitsun,Rushoar
Mau Cryst,Dinossom,Rushoar
Mau Cryst,Broncherry Aqua,Rushoar
Mau Cryst,Celesdir,Rushoar
Mau Cryst,Tarantriss,Rushoar
Mau Cryst,Fenglope Lux,Rushoar
Rushoar,Rushoar,Rushoar
Rushoar,Maraith,Rushoar
Rushoar,Leezpunk Ignis,Rushoar
Rushoar,Wixen Noct,Rushoar
Rushoar,Kikit,Rushoar
Lifmunk,Digtoise,Rushoar
Lifmunk,Kitsun,Rushoar
Lifmunk,Broncherry Aqua,Rushoar
Lifmunk,Tarantriss,Rushoar
Lifmunk,Fenglope Lux,Rushoar
Tocotoco,Eikthyrdeer,Rushoar
Tocotoco,Caprity,Rushoar
Tocotoco,Lovander,Rushoar
Eikthyrdeer,Jolthog Cryst,Rushoar
Eikthyrdeer,Pengullet,Rushoar
Eikthyrdeer Terra,Jolthog,Rushoar
Eikthyrdeer Terra,Jolthog Cryst,Rushoar
Eikthyrdeer Terra,Depresso,Rushoar
Digtoise,Hangyu,Rushoar
Digtoise,Hangyu Cryst,Rushoar
Digtoise,Sparkit,Rushoar
Digtoise,Flambelle,Rushoar
Galeclaw,Daedream,Rushoar
Galeclaw,Tanzee,Rushoar
Galeclaw,Gumoss,Rushoar
Galeclaw,Smokie,Rushoar
Teafant,Arsox,Rushoar
Teafant,Chillet Ignis,Rushoar
Teafant,Petallia,Rushoar
Direhowl,Dazzi,Rushoar
Direhowl,Fuddler,Rushoar
Direhowl,Mimog,Rushoar
Direhowl,Ribbuny Botan,Rushoar
Gorirat,Fuddler,Rushoar
Gorirat,Daedream,Rushoar
Gorirat,Gumoss,Rushoar
Gorirat Terra,Daedream,Rushoar
Gorirat Terra,Tanzee,Rushoar
Gorirat Terra,Gumoss,Rushoar
Gorirat Terra,Smokie,Rushoar
Jolthog,Melpaca,Rushoar
Jolthog,Mozzarina,Rushoar
Jolthog,Dumud,Rushoar
Jolthog,Lullu,Rushoar
Jolthog Cryst,Mozzarina,Rushoar
Jolthog Cryst,Dumud,Rushoar
Jolthog Cryst,Lullu,Rushoar
Foxparks,Broncherry,Rushoar
Foxparks,Reindrix,Rushoar
Foxparks,Celaray,Rushoar
Foxparks,Caprity Noct,Rushoar
Bristla,Loupmoon,Rushoar
Bristla,Lovander,Rushoar
Bristla,Yakumo,Rushoar
Lunaris,Maraith,Rushoar
Lunaris,Wixen,Rushoar
Lunaris,Wixen Noct,Rushoar
Lunaris,Rooby,Rushoar
Pengullet,Caprity,Rushoar
Pengullet,Mozzarina,Rushoar
Pengullet,Lullu,Rushoar
Dazzi,Vaelet,Rushoar
Dazzi,Beegarde,Rushoar
Gobfin,Woolipop,Rushoar
Gobfin,Nox,Rushoar
Gobfin Ignis,Wixen,Rushoar
Gobfin Ignis,Nox,Rushoar
Gobfin Ignis,Rooby,Rushoar
Lamball,Dinossom Lux,Rushoar
Lamball,Arsox,Rushoar
Lamball,Chillet,Rushoar
Lamball,Chillet Ignis,Rushoar
Lamball,Croajiro,Rushoar
Lamball,Loupmoon Cryst,Rushoar
Loupmoon,Fuack,Rushoar
Loupmoon,Ribbuny,Rushoar
Loupmoon,Foxparks Cryst,Rushoar
Hangyu,Broncherry,Rushoar
Hangyu,Broncherry Aqua,Rushoar
Hangyu,Caprity Noct,Rushoar
Hangyu,Fenglope Lux,Rushoar
Hangyu Cryst,Broncherry Aqua,Rushoar
Hangyu Cryst,Caprity Noct,Rushoar
Hangyu Cryst,Fenglope Lux,Rushoar
Woolipop,Cawgnito,Rushoar
Woolipop,Beegarde,Rushoar
Melpaca,Depresso,Rushoar
Melpaca,Hoocrates,Rushoar
Cawgnito,Nox,Rushoar
Cawgnito,Mimog,Rushoar
Cattiva,Dinossom,Rushoar
Cattiva,Dinossom Lux,Rushoar
Cattiva,Chillet,Rushoar
Cattiva,Croajiro,Rushoar
Cattiva,Celesdir,Rushoar
Cattiva,Loupmoon Cryst,Rushoar
Depresso,Reindrix,Rushoar
Depresso,Dumud,Rushoar
Fenglope,Killamari,Rushoar
Fenglope,Flopie,Rushoar
Fenglope,Swee,Rushoar
Maraith,Leezpunk,Rushoar
Maraith,Kikit,Rushoar
Maraith,Dazzi Noct,Rushoar
Robinquill,Kelpsea,Rushoar
Robinquill,Tanzee,Rushoar
Robinquill,Gumoss,Rushoar
Robinquill,Smokie,Rushoar
Robinquill Terra,Kelpsea,Rushoar
Robinquill Terra,Kelpsea Ignis,Rushoar
Robinquill Terra,Flopie,Rushoar
Kitsun,Vixy,Rushoar
Leezpunk,Leezpunk Ignis,Rushoar
Leezpunk,Wixen,Rushoar
Leezpunk,Wixen Noct,Rushoar
Leezpunk,Rooby,Rushoar
Leezpunk Ignis,Kikit,Rushoar
Leezpunk Ignis,Dazzi Noct,Rushoar
Fuack,Caprity,Rushoar
Fuack,Lovander,Rushoar
Fuack,Yakumo,Rushoar
Chikipi,Foxcicle,Rushoar
Chikipi,Petallia,Rushoar
Dinossom,Vixy,Rushoar
Dinossom,Cremis,Rushoar
